combination,accuracy_original,accuracy_normalized,pls_x
Combination_1,0.17545288282431085,0.9216427429654478,0.23240399432079673
Combination_2,0.18295025051765082,1.4064080258634686,-1.3231625873912876
Combination_3,0.1543767519133106,-0.44109908608245296,-0.7466434170608313
Combination_4,0.15063686169362467,-0.6829131486319102,0.8012062796338199
Combination_5,0.1687777093052613,0.4900389439107569,-1.430196925052561
Combination_6,0.15797350293222256,-0.20854012719006038,0.9995839300972017
Combination_7,0.15823915743343497,-0.19136342135132134,0.15101580948259602
Combination_8,0.17541162184279294,0.9189748877666227,-1.1850884199236127
Combination_9,0.14457030828270545,-1.0751647495601417,0.04867938613608791
Combination_10,0.1657464288047492,0.2940422141946283,-0.3239962301066019
Combination_11,0.18719369152899978,1.6807807079122594,0.31766488692710904
Combination_12,0.14796464697078973,-0.8556933801830525,0.3579200328920189
Combination_13,0.17797688902870282,1.0848400985913873,-1.8607944510649943
Combination_14,0.13218192183635946,-1.8761738378095634,1.922989294764743
Combination_15,0.15903675694772332,-0.13979218061748633,0.27788977176740537
Combination_16,0.14333022594116349,-1.1553460734197734,0.4164086967786085
Combination_17,0.14204273869328982,-1.2385925067643053,0.5758535559877788
Combination_18,0.13955324595171642,-1.3995582886897981,-0.5371368817744744
Combination_19,0.18083055031077008,1.2693523134485196,-0.31399102091409714
Combination_20,0.15176825727253146,-0.6097593004665698,-0.32485861672746114
Combination_21,0.16234179276078117,0.07390503771799835,-0.4473864995728053
Combination_22,0.15267940979723857,-0.5508459418760271,1.0159992468286845
Combination_23,0.16470731349768847,0.22685502978610123,1.3154012955629022
Combination_24,0.16572045140287178,0.29236256567195346,-0.6200430295356782
Combination_25,0.13207041130075295,-1.8833838931983926,-0.7933545612877538
Combination_26,0.14904876494395752,-0.7855964104926956,0.875234567281768
Combination_27,0.13534331357120166,-1.6717643675292653,1.017590506722101
Combination_28,0.15891462567467726,-0.1476889523313052,-0.009090810589883924
Combination_29,0.18768197812344914,1.7123523739656425,0.8694999181674465
Combination_30,0.1426151775250908,-1.201579719931624,-1.5525022310783771
Combination_31,0.1528454595756846,-0.5401094846131601,1.1721079719953729
Combination_32,0.15725973107625332,-0.25469123379657543,-0.41433519657229056
Combination_33,0.1765169053364339,0.9904403790420929,-0.6737800554936789
Combination_34,0.15444113050432307,-0.436936491000921,-1.129516851138215
Combination_35,0.1579382699168311,-0.21081822576708018,-0.3004522449583089
Combination_36,0.16167590000026205,0.030849700746924422,0.5618138701855364
Combination_37,0.1651999875846533,0.25871038261295853,0.34045996298701897
Combination_38,0.1716852038674854,0.6780319144613498,-1.6845094962910467
Combination_39,0.14523251701864748,-1.0323476144873027,-0.6049519193936931
Combination_40,0.15905521420716273,-0.1385987699486168,-2.332143439176068
Combination_41,0.1886311819619095,1.773726056850087,-0.6588997458267707
Combination_42,0.1638157332434687,0.16920717632053528,0.48053066227972807
Combination_43,0.14617725682401567,-0.971262567341868,0.4201365756824176
Combination_44,0.14320007431626994,-1.1637614255595923,-0.7186679046891759
Combination_45,0.15867939077904236,-0.16289878535459906,1.0945792996280372
Combination_46,0.17355655180340115,0.7990296497545885,0.6427446515088979
Combination_47,0.1615264559325219,0.021186936595736155,2.1770989375312535
Combination_48,0.14921920296937416,-0.7745762176747455,0.2141005562405326
Combination_49,0.17917929526786397,1.1625853585981876,0.7725862270561212
Combination_50,0.1696072281989397,0.5436740299317452,0.7702390593959002
Combination_51,0.1710136840435575,0.6346127424621941,-1.4197824333278306
Combination_52,0.14096590467087422,-1.3082185102980817,-1.2091082024393436
Combination_53,0.16536621585339523,0.269458380712867,0.49945643840540654
Combination_54,0.15335450663120104,-0.5071954873318159,-1.9580892797278104
Combination_55,0.18408388334506753,1.4797065301869683,2.129257660244174
Combination_56,0.1421265887205945,-1.233170926301676,0.8825675520355145
Combination_57,0.17922819527822187,1.165747138615449,0.029523378256600563
Combination_58,0.1284840368706209,-2.1152719219455447,-0.3432997904619262
Combination_59,0.16992963087559776,0.5645199629511514,-0.2276992700609955
Combination_60,0.18705488514148266,1.6718057555736456,-1.3500030589496452
Combination_61,0.1759154830621281,0.9515535789183617,1.6315898459364755
Combination_62,0.1840790304087254,1.4793927487165897,0.5456893150469558
Combination_63,0.15990687394539832,-0.08353209977511378,0.3335635803891343
Combination_64,0.15635473521265839,-0.31320651459664234,-0.1656481151304494
Combination_65,0.15588690347547676,-0.3434556091721934,-0.1822022378833698
Combination_66,0.16021420628264996,-0.06366058573107877,1.3698239763907611
Combination_67,0.1689289589099349,0.4998184505852058,-0.9774905836167607
Combination_68,0.15259150237268945,-0.5565298657908491,1.1017388123058507
Combination_69,0.18489764192308855,1.5323225847037387,-0.5780339179394391
Combination_70,0.18668395396768311,1.647822063862438,0.6196148530757444
Combination_71,0.15789066717595931,-0.2138961268504074,-0.29477370657793567
Combination_72,0.16259571035246562,0.09032285770501015,-1.9251038745704285
Combination_73,0.1748838629755839,0.8848510209604373,-0.36634013082869166
Combination_74,0.17467211695268767,0.8711599329825858,0.9155931112074055
Combination_75,0.19043015032781435,1.8900438692467143,0.9951673617817429
Combination_76,0.14579207883919731,-0.996167430276952,1.6024338848335886
Combination_77,0.13230474920739996,-1.8682320577468143,-0.1207737636696476
Combination_78,0.15140540221582433,-0.6332208060789817,-0.4401297338911206
Combination_79,0.1766837351038516,1.001227268882095,-1.9608387536814664
Combination_80,0.15451164521227045,-0.4323771464756481,-1.0741417623205691
Combination_81,0.18388416558224288,1.4667931662230458,-0.8809585913553097
Combination_82,0.14105982674030834,-1.3021456910871412,1.0902177561290183
Combination_83,0.1521901163972034,-0.5824827060297829,0.4094206623885357
Combination_84,0.13491241789078204,-1.6996252481692409,-1.6428102446626276
Combination_85,0.15020322294412275,-0.7109513908091716,-0.7334344512308371
