combination,pca_x,pca_y,accuracy
A1+B4+C7+D9,273.3484899247318,-269.00317128028075,0.1117585932164617
A1+B4+C7+D10,273.3484899247318,-269.00317128028075,0.12489852541685471
A1+B4+C8+D1,273.3484899247315,-269.0031712802809,0.12891846241848504
A1+B4+C8+D2,273.34848992473167,-269.0031712802809,0.1374185680899729
A1+B4+C8+D3,273.3484899247315,-269.0031712802809,0.14529683070917757
A1+B4+C8+D4,273.3484899247316,-269.00317128028087,0.1443175453654031
A1+B4+C8+D5,273.3484899247316,-269.00317128028087,0.14335180855162413
A1+B4+C8+D6,273.3484899247315,-269.0031712802809,0.14557710235959817
A1+B4+C8+D7,273.34848992473155,-269.0031712802809,0.15974707568469254
A1+B4+C8+D8,273.34848992473155,-269.0031712802809,0.13536977239783737
A1+B4+C8+D9,273.34848992473155,-269.0031712802809,0.12079594910000169
A1+B4+C8+D10,273.34848992473155,-269.0031712802809,0.13393588130039472
A1+B4+C9+D1,273.3484899247315,-269.0031712802809,0.12330540902900022
A1+B4+C9+D2,273.34848992473167,-269.0031712802809,0.13180551470048799
A1+B4+C9+D3,273.3484899247315,-269.0031712802809,0.1396837773196928
A1+B4+C9+D4,273.3484899247316,-269.00317128028087,0.1387044919759182
A1+B4+C9+D5,273.3484899247316,-269.00317128028087,0.13773875516213943
A1+B4+C9+D6,273.3484899247315,-269.0031712802809,0.1399640489701133
A1+B4+C9+D7,273.34848992473155,-269.0031712802809,0.15413402229520767
A1+B4+C9+D8,273.34848992473155,-269.0031712802809,0.1297567190083526
A1+B4+C9+D9,273.34848992473155,-269.0031712802809,0.11518289571051682
A1+B4+C9+D10,273.34848992473155,-269.0031712802809,0.12832282791090996
A1+B4+C10+D1,273.3484899247316,-269.00317128028075,0.11635662129465797
A1+B4+C10+D2,273.3484899247318,-269.00317128028075,0.12485672696614589
A1+B4+C10+D3,273.3484899247316,-269.00317128028075,0.13273498958535077
A1+B4+C10+D4,273.3484899247317,-269.0031712802807,0.1317557042415761
A1+B4+C10+D5,273.3484899247317,-269.0031712802807,0.13078996742779708
A1+B4+C10+D6,273.3484899247316,-269.00317128028075,0.13301526123577112
A1+B4+C10+D7,273.34848992473167,-269.00317128028075,0.1471852345608656
A1+B4+C10+D8,273.34848992473167,-269.00317128028075,0.1228079312740107
A1+B4+C10+D9,273.34848992473167,-269.00317128028075,0.10823410797617478
A1+B4+C10+D10,273.34848992473167,-269.00317128028075,0.12137404017656776
A1+B5+C1+D1,28.36182883329069,-75.96532537461229,0.2023678397031123
A1+B5+C1+D2,28.361828833290797,-75.96532537461226,0.21086794537459946
A1+B5+C1+D3,28.361828833290687,-75.96532537461226,0.21874620799380484
A1+B5+C1+D4,28.361828833290748,-75.96532537461223,0.21776692265002984
A1+B5+C1+D5,28.361828833290843,-75.96532537461226,0.2168011858362513
A1+B5+C1+D6,28.361828833290723,-75.96532537461226,0.2190264796442253
A1+B5+C1+D7,28.361828833290723,-75.96532537461229,0.23319645296931973
A1+B5+C1+D8,28.36182883329073,-75.96532537461228,0.2088191496824646
A1+B5+C1+D9,28.361828833290723,-75.96532537461223,0.19424532638462877
A1+B5+C1+D10,28.36182883329071,-75.96532537461228,0.20738525858502158
A1+B5+C2+D1,28.361828833290772,-75.96532537461219,0.2018328659412628
A1+B5+C2+D2,28.36182883329088,-75.96532537461216,0.2103329716127504
A1+B5+C2+D3,28.36182883329077,-75.96532537461216,0.21821123423195518
A1+B5+C2+D4,28.36182883329083,-75.96532537461214,0.2172319488881806
A1+B5+C2+D5,28.361828833290925,-75.96532537461216,0.2162662120744018
A1+B5+C2+D6,28.361828833290804,-75.96532537461216,0.21849150588237562
A1+B5+C2+D7,28.361828833290804,-75.96532537461219,0.23266147920747013
A1+B5+C2+D8,28.36182883329081,-75.96532537461218,0.20828417592061524
A1+B5+C2+D9,28.361828833290804,-75.96532537461214,0.19371035262277939
A1+B5+C2+D10,28.36182883329079,-75.96532537461218,0.2068502848231722
A1+B5+C3+D1,28.361828833290758,-75.9653253746122,0.20294292605241962
A1+B5+C3+D2,28.361828833290865,-75.96532537461218,0.21144303172390722
A1+B5+C3+D3,28.361828833290755,-75.96532537461218,0.2193212943431123
A1+B5+C3+D4,28.361828833290815,-75.96532537461215,0.21834200899933762
A1+B5+C3+D5,28.36182883329091,-75.96532537461218,0.21737627218555855
A1+B5+C3+D6,28.36182883329079,-75.96532537461218,0.21960156599353278
A1+B5+C3+D7,28.36182883329079,-75.9653253746122,0.2337715393186269
A1+B5+C3+D8,28.361828833290797,-75.96532537461219,0.20939423603177204
A1+B5+C3+D9,28.36182883329079,-75.96532537461215,0.19482041273393624
A1+B5+C3+D10,28.361828833290776,-75.96532537461219,0.2079603449343292
A1+B5+C4+D1,28.361828833290723,-75.96532537461228,0.201787960270033
A1+B5+C4+D2,28.36182883329083,-75.96532537461225,0.2102880659415207
A1+B5+C4+D3,28.36182883329072,-75.96532537461225,0.21816632856072568
A1+B5+C4+D4,28.36182883329078,-75.96532537461222,0.21718704321695076
A1+B5+C4+D5,28.361828833290875,-75.96532537461225,0.21622130640317203
A1+B5+C4+D6,28.361828833290755,-75.96532537461225,0.21844660021114606
A1+B5+C4+D7,28.361828833290755,-75.96532537461228,0.23261657353624057
A1+B5+C4+D8,28.36182883329076,-75.96532537461226,0.20823927024938552
A1+B5+C4+D9,28.361828833290755,-75.96532537461222,0.19366544695154952
A1+B5+C4+D10,28.36182883329074,-75.96532537461226,0.20680537915194264
A1+B5+C5+D1,28.36182883329086,-75.96532537461206,0.2023007770982889
A1+B5+C5+D2,28.361828833290968,-75.96532537461204,0.21080088276977685
A1+B5+C5+D3,28.361828833290858,-75.96532537461204,0.2186791453889818
A1+B5+C5+D4,28.361828833290918,-75.96532537461201,0.21769986004520703
A1+B5+C5+D5,28.361828833291014,-75.96532537461204,0.21673412323142818
A1+B5+C5+D6,28.361828833290893,-75.96532537461204,0.2189594170394021
A1+B5+C5+D7,28.361828833290893,-75.96532537461206,0.23312939036449665
A1+B5+C5+D8,28.3618288332909,-75.96532537461205,0.20875208707764162
A1+B5+C5+D9,28.361828833290893,-75.96532537461201,0.19417826377980577
A1+B5+C5+D10,28.36182883329088,-75.96532537461205,0.2073181959801987
A1+B5+C6+D1,28.361828833290684,-75.96532537461225,0.21743879601491684
A1+B5+C6+D2,28.36182883329079,-75.96532537461222,0.2259389016864046
A1+B5+C6+D3,28.36182883329068,-75.96532537461222,0.23381716430560945
A1+B5+C6+D4,28.36182883329074,-75.96532537461219,0.23283787896183472
A1+B5+C6+D5,28.361828833290836,-75.96532537461222,0.23187214214805602
A1+B5+C6+D6,28.361828833290716,-75.96532537461222,0.23409743595603005
A1+B5+C6+D7,28.361828833290716,-75.96532537461225,0.24826740928112453
A1+B5+C6+D8,28.361828833290723,-75.96532537461223,0.2238901059942692
A1+B5+C6+D9,28.361828833290716,-75.96532537461219,0.2093162826964333
A1+B5+C6+D10,28.3618288332907,-75.96532537461223,0.22245621489682654
A1+B5+C7+D1,28.361828833290925,-75.96532537461204,0.20261852817356785
A1+B5+C7+D2,28.36182883329103,-75.96532537461201,0.21111863384505553
A1+B5+C7+D3,28.36182883329092,-75.96532537461201,0.21899689646426015
A1+B5+C7+D4,28.361828833290982,-75.96532537461198,0.2180176111204855
A1+B5+C7+D5,28.361828833291078,-75.96532537461201,0.21705187430670678
A1+B5+C7+D6,28.361828833290957,-75.96532537461201,0.2192771681146809
A1+B5+C7+D7,28.361828833290957,-75.96532537461204,0.2334471414397752
A1+B5+C7+D8,28.361828833290964,-75.96532537461202,0.20906983815292024
A1+B5+C7+D9,28.361828833290957,-75.96532537461198,0.1944960148550841
A1+B5+C7+D10,28.361828833290943,-75.96532537461202,0.20763594705547714
A1+B5+C8+D1,28.36182883329073,-75.96532537461225,0.2116558840571077
A1+B5+C8+D2,28.361828833290836,-75.96532537461222,0.22015598972859546
A1+B5+C8+D3,28.361828833290726,-75.96532537461222,0.22803425234780014
A1+B5+C8+D4,28.361828833290787,-75.96532537461219,0.22705496700402564
A1+B5+C8+D5,28.361828833290883,-75.96532537461222,0.22608923019024674
A1+B5+C8+D6,28.36182883329076,-75.96532537461222,0.22831452399822041
A1+B5+C8+D7,28.36182883329076,-75.96532537461225,0.24248449732331512
A1+B5+C8+D8,28.36182883329077,-75.96532537461223,0.21810719403646003
A1+B5+C8+D9,28.36182883329076,-75.96532537461219,0.2035333707386242
A1+B5+C8+D10,28.361828833290748,-75.96532537461223,0.2166733029390175
A1+B5+C9+D1,28.361828833290712,-75.9653253746122,0.20604283066762294
A1+B5+C9+D2,28.36182883329082,-75.96532537461218,0.2145429363391107
A1+B5+C9+D3,28.36182883329071,-75.96532537461218,0.22242119895831544
A1+B5+C9+D4,28.36182883329077,-75.96532537461215,0.2214419136145412
A1+B5+C9+D5,28.361828833290865,-75.96532537461218,0.22047617680076212
A1+B5+C9+D6,28.361828833290744,-75.96532537461218,0.2227014706087358
A1+B5+C9+D7,28.361828833290744,-75.9653253746122,0.23687144393383056
A1+B5+C9+D8,28.36182883329075,-75.96532537461219,0.21249414064697533
A1+B5+C9+D9,28.361828833290744,-75.96532537461215,0.19792031734913948
A1+B5+C9+D10,28.36182883329073,-75.96532537461219,0.21106024954953265
A1+B5+C10+D1,28.361828833290865,-75.96532537461202,0.19909404293328073
A1+B5+C10+D2,28.36182883329097,-75.965325374612,0.2075941486047685
A1+B5+C10+D3,28.36182883329086,-75.965325374612,0.21547241122397315
A1+B5+C10+D4,28.36182883329092,-75.96532537461196,0.2144931258801986
A1+B5+C10+D5,28.361828833291018,-75.965325374612,0.21352738906641977
A1+B5+C10+D6,28.361828833290897,-75.965325374612,0.2157526828743939
A1+B5+C10+D7,28.361828833290897,-75.96532537461202,0.22992265619948826
A1+B5+C10+D8,28.361828833290904,-75.96532537461201,0.20554535291263296
A1+B5+C10+D9,28.361828833290897,-75.96532537461196,0.19097152961479738
A1+B5+C10+D10,28.361828833290883,-75.96532537461201,0.20411146181519035
A1+B6+C1+D1,107.55118114680765,100.9726367381927,0.10703968650516923
A1+B6+C1+D2,107.55118114680776,100.97263673819273,0.11553979217665693
A1+B6+C1+D3,107.55118114680765,100.97263673819273,0.12341805479586185
A1+B6+C1+D4,107.5511811468077,100.97263673819276,0.12243876945208719
A1+B6+C1+D5,107.5511811468078,100.97263673819273,0.12147303263830841
A1+B6+C1+D6,107.55118114680768,100.97263673819273,0.12369832644628251
A1+B6+C1+D7,107.5511811468077,100.9726367381927,0.13786829977137682
A1+B6+C1+D8,107.55118114680769,100.97263673819272,0.11349099648452184
A1+B6+C1+D9,107.5511811468077,100.97263673819276,0.09891717318668582
A1+B6+C1+D10,107.55118114680768,100.97263673819272,0.1120571053870789
A1+B6+C2+D1,107.55118114680772,100.9726367381928,0.10650471274331999
A1+B6+C2+D2,107.55118114680783,100.97263673819283,0.11500481841480759
A1+B6+C2+D3,107.55118114680772,100.97263673819283,0.12288308103401258
A1+B6+C2+D4,107.55118114680778,100.97263673819286,0.12190379569023772
A1+B6+C2+D5,107.55118114680788,100.97263673819283,0.12093805887645896
A1+B6+C2+D6,107.55118114680775,100.97263673819283,0.12316335268443293
A1+B6+C2+D7,107.55118114680778,100.9726367381928,0.1373333260095273
A1+B6+C2+D8,107.55118114680776,100.97263673819282,0.11295602272267231
A1+B6+C2+D9,107.55118114680778,100.97263673819286,0.0983821994248366
A1+B6+C2+D10,107.55118114680775,100.97263673819282,0.11152213162522942
A1+B6+C3+D1,107.5511811468077,100.97263673819279,0.10761477285447674
A1+B6+C3+D2,107.55118114680782,100.97263673819282,0.11611487852596461
A1+B6+C3+D3,107.5511811468077,100.97263673819282,0.12399314114516927
A1+B6+C3+D4,107.55118114680776,100.97263673819285,0.12301385580139479
A1+B6+C3+D5,107.55118114680786,100.97263673819282,0.12204811898761586
A1+B6+C3+D6,107.55118114680774,100.97263673819282,0.1242734127955898
A1+B6+C3+D7,107.55118114680776,100.97263673819279,0.1384433861206844
A1+B6+C3+D8,107.55118114680775,100.9726367381928,0.1140660828338291
A1+B6+C3+D9,107.55118114680776,100.97263673819285,0.09949225953599347
A1+B6+C3+D10,107.55118114680774,100.9726367381928,0.11263219173638644
A1+B6+C4+D1,107.55118114680769,100.97263673819272,0.10645980707209016
A1+B6+C4+D2,107.5511811468078,100.97263673819275,0.11495991274357797
A1+B6+C4+D3,107.55118114680769,100.97263673819275,0.12283817536278276
A1+B6+C4+D4,107.55118114680775,100.97263673819278,0.12185889001900808
A1+B6+C4+D5,107.55118114680785,100.97263673819275,0.12089315320522935
A1+B6+C4+D6,107.55118114680772,100.97263673819275,0.1231184470132032
A1+B6+C4+D7,107.55118114680775,100.97263673819272,0.13728842033829758
A1+B6+C4+D8,107.55118114680774,100.97263673819273,0.11291111705144262
A1+B6+C4+D9,107.55118114680775,100.97263673819278,0.09833729375360674
A1+B6+C4+D10,107.55118114680772,100.97263673819273,0.11147722595399971
A1+B6+C5+D1,107.55118114680783,100.97263673819293,0.10697262390034638
A1+B6+C5+D2,107.55118114680795,100.97263673819296,0.11547272957183398
A1+B6+C5+D3,107.55118114680783,100.97263673819296,0.12335099219103887
A1+B6+C5+D4,107.55118114680789,100.97263673819299,0.12237170684726398
A1+B6+C5+D5,107.55118114680799,100.97263673819296,0.12140597003348527
A1+B6+C5+D6,107.55118114680786,100.97263673819296,0.12363126384145935
A1+B6+C5+D7,107.55118114680789,100.97263673819293,0.13780123716655374
A1+B6+C5+D8,107.55118114680788,100.97263673819295,0.11342393387969886
A1+B6+C5+D9,107.55118114680789,100.97263673819299,0.09885011058186281
A1+B6+C5+D10,107.55118114680786,100.97263673819295,0.11199004278225595
A1+B6+C6+D1,107.55118114680766,100.97263673819275,0.12211064281697408
A1+B6+C6+D2,107.55118114680778,100.97263673819278,0.1306107484884618
A1+B6+C6+D3,107.55118114680766,100.97263673819278,0.1384890111076665
A1+B6+C6+D4,107.55118114680772,100.9726367381928,0.13750972576389192
A1+B6+C6+D5,107.55118114680782,100.97263673819278,0.13654398895011322
A1+B6+C6+D6,107.55118114680769,100.97263673819278,0.13876928275808692
A1+B6+C6+D7,107.55118114680772,100.97263673819275,0.15293925608318137
A1+B6+C6+D8,107.5511811468077,100.97263673819276,0.12856195279632643
A1+B6+C6+D9,107.55118114680772,100.9726367381928,0.11398812949849055
A1+B6+C6+D10,107.55118114680769,100.97263673819276,0.12712806169888358
A1+B6+C7+D1,107.55118114680788,100.97263673819296,0.10729037497562498
A1+B6+C7+D2,107.55118114680799,100.97263673819299,0.11579048064711277
A1+B6+C7+D3,107.55118114680788,100.97263673819299,0.12366874326631745
A1+B6+C7+D4,107.55118114680793,100.97263673819302,0.12268945792254275
A1+B6+C7+D5,107.55118114680803,100.97263673819299,0.12172372110876402
A1+B6+C7+D6,107.5511811468079,100.97263673819299,0.12394901491673783
A1+B6+C7+D7,107.55118114680793,100.97263673819296,0.13811898824183239
A1+B6+C7+D8,107.55118114680792,100.97263673819297,0.11374168495497732
A1+B6+C7+D9,107.55118114680793,100.97263673819302,0.09916786165714156
A1+B6+C7+D10,107.5511811468079,100.97263673819297,0.11230779385753464
A1+B6+C8+D1,107.55118114680769,100.97263673819275,0.1163277308591649
A1+B6+C8+D2,107.5511811468078,100.97263673819278,0.12482783653065264
A1+B6+C8+D3,107.55118114680769,100.97263673819278,0.13270609914985743
A1+B6+C8+D4,107.55118114680775,100.9726367381928,0.13172681380608287
A1+B6+C8+D5,107.55118114680785,100.97263673819278,0.13076107699230402
A1+B6+C8+D6,107.55118114680772,100.97263673819278,0.13298637080027795
A1+B6+C8+D7,107.55118114680775,100.97263673819275,0.14715634412537243
A1+B6+C8+D8,107.55118114680774,100.97263673819276,0.12277904083851743
A1+B6+C8+D9,107.55118114680775,100.9726367381928,0.10820521754068152
A1+B6+C8+D10,107.55118114680772,100.97263673819276,0.12134514974107444
A1+B6+C9+D1,107.55118114680766,100.97263673819279,0.11071467746968017
A1+B6+C9+D2,107.55118114680778,100.97263673819282,0.11921478314116794
A1+B6+C9+D3,107.55118114680766,100.97263673819282,0.1270930457603727
A1+B6+C9+D4,107.55118114680772,100.97263673819285,0.12611376041659814
A1+B6+C9+D5,107.55118114680782,100.97263673819282,0.12514802360281924
A1+B6+C9+D6,107.55118114680769,100.97263673819282,0.12737331741079322
A1+B6+C9+D7,107.55118114680772,100.97263673819279,0.14154329073588762
A1+B6+C9+D8,107.5511811468077,100.9726367381928,0.11716598744903262
A1+B6+C9+D9,107.55118114680772,100.97263673819285,0.10259216415119672
A1+B6+C9+D10,107.55118114680769,100.9726367381928,0.11573209635158975
A1+B6+C10+D1,107.55118114680782,100.97263673819297,0.10376588973533794
A1+B6+C10+D2,107.55118114680793,100.972636738193,0.11226599540682558
A1+B6+C10+D3,107.55118114680782,100.972636738193,0.1201442580260305
A1+B6+C10+D4,107.55118114680788,100.97263673819303,0.11916497268225566
A1+B6+C10+D5,107.55118114680798,100.972636738193,0.11819923586847701
A1+B6+C10+D6,107.55118114680785,100.972636738193,0.12042452967645105
A1+B6+C10+D7,107.55118114680788,100.97263673819297,0.13459450300154527
A1+B6+C10+D8,107.55118114680786,100.97263673819299,0.11021719971469028
A1+B6+C10+D9,107.55118114680788,100.97263673819303,0.09564337641685465
A1+B6+C10+D10,107.55118114680785,100.97263673819299,0.1087833086172475
A1+B7+C1+D1,-286.65636505503505,-62.90432310484191,0.18797031886811622
A1+B7+C1+D2,-286.6563650550349,-62.90432310484188,0.19647042453960373
A1+B7+C1+D3,-286.65636505503505,-62.90432310484188,0.20434868715880866
A1+B7+C1+D4,-286.65636505503494,-62.90432310484185,0.2033694018150341
A1+B7+C1+D5,-286.65636505503494,-62.90432310484188,0.20240366500125528
A1+B7+C1+D6,-286.65636505503505,-62.90432310484188,0.2046289588092291
A1+B7+C1+D7,-286.656365055035,-62.90432310484191,0.21879893213432333
A1+B7+C1+D8,-286.656365055035,-62.90432310484189,0.1944216288474685
A1+B7+C1+D9,-286.656365055035,-62.90432310484185,0.17984780554963276
A1+B7+C1+D10,-286.656365055035,-62.90432310484189,0.19298773775002584
A1+B7+C2+D1,-286.656365055035,-62.90432310484181,0.18743534510626664
A1+B7+C2+D2,-286.6563650550348,-62.90432310484178,0.19593545077775426
A1+B7+C2+D3,-286.656365055035,-62.90432310484178,0.20381371339695922
A1+B7+C2+D4,-286.6563650550349,-62.90432310484175,0.20283442805318452
A1+B7+C2+D5,-286.6563650550349,-62.90432310484178,0.20186869123940568
A1+B7+C2+D6,-286.656365055035,-62.90432310484178,0.20409398504737977
A1+B7+C2+D7,-286.65636505503494,-62.90432310484181,0.21826395837247406
A1+B7+C2+D8,-286.65636505503494,-62.904323104841794,0.19388665508561906
A1+B7+C2+D9,-286.65636505503494,-62.90432310484175,0.17931283178778323
A1+B7+C2+D10,-286.65636505503494,-62.904323104841794,0.1924527639881762
A1+B7+C3+D1,-286.656365055035,-62.90432310484182,0.1885454052174236
A1+B7+C3+D2,-286.6563650550348,-62.904323104841794,0.19704551088891137
A1+B7+C3+D3,-286.656365055035,-62.904323104841794,0.20492377350811608
A1+B7+C3+D4,-286.6563650550349,-62.904323104841765,0.2039444881643414
A1+B7+C3+D5,-286.6563650550349,-62.904323104841794,0.20297875135056268
A1+B7+C3+D6,-286.656365055035,-62.904323104841794,0.2052040451585364
A1+B7+C3+D7,-286.65636505503494,-62.90432310484182,0.21937401848363094
A1+B7+C3+D8,-286.65636505503494,-62.90432310484181,0.194996715196776
A1+B7+C3+D9,-286.65636505503494,-62.904323104841765,0.18042289189894026
A1+B7+C3+D10,-286.65636505503494,-62.90432310484181,0.19356282409933323
A1+B7+C4+D1,-286.656365055035,-62.90432310484189,0.1873904394350368
A1+B7+C4+D2,-286.6563650550348,-62.904323104841865,0.19589054510652484
A1+B7+C4+D3,-286.656365055035,-62.904323104841865,0.20376880772572953
A1+B7+C4+D4,-286.6563650550349,-62.904323104841836,0.2027895223819548
A1+B7+C4+D5,-286.6563650550349,-62.904323104841865,0.201823785568176
A1+B7+C4+D6,-286.656365055035,-62.904323104841865,0.20404907937615002
A1+B7+C4+D7,-286.65636505503494,-62.90432310484189,0.21821905270124445
A1+B7+C4+D8,-286.65636505503494,-62.90432310484188,0.1938417494143894
A1+B7+C4+D9,-286.65636505503494,-62.904323104841836,0.1792679261165537
A1+B7+C4+D10,-286.65636505503494,-62.90432310484188,0.1924078583169467
A1+B7+C5+D1,-286.6563650550349,-62.90432310484168,0.18790325626329296
A1+B7+C5+D2,-286.6563650550347,-62.90432310484165,0.19640336193478086
A1+B7+C5+D3,-286.6563650550349,-62.90432310484165,0.20428162455398546
A1+B7+C5+D4,-286.65636505503477,-62.90432310484162,0.20330233921021099
A1+B7+C5+D5,-286.65636505503477,-62.90432310484165,0.20233660239643236
A1+B7+C5+D6,-286.6563650550349,-62.90432310484165,0.20456189620440599
A1+B7+C5+D7,-286.6563650550348,-62.90432310484168,0.21873186952950055
A1+B7+C5+D8,-286.6563650550348,-62.904323104841666,0.19435456624264572
A1+B7+C5+D9,-286.6563650550348,-62.90432310484162,0.17978074294480959
A1+B7+C5+D10,-286.6563650550348,-62.904323104841666,0.19292067514520256
A1+B7+C6+D1,-286.65636505503505,-62.904323104841865,0.20304127517992063
A1+B7+C6+D2,-286.6563650550349,-62.904323104841836,0.21154138085140844
A1+B7+C6+D3,-286.65636505503505,-62.904323104841836,0.21941964347061335
A1+B7+C6+D4,-286.65636505503494,-62.90432310484181,0.21844035812683862
A1+B7+C6+D5,-286.65636505503494,-62.904323104841836,0.21747462131305975
A1+B7+C6+D6,-286.65636505503505,-62.904323104841836,0.21969991512103365
A1+B7+C6+D7,-286.656365055035,-62.904323104841865,0.23386988844612822
A1+B7+C6+D8,-286.656365055035,-62.90432310484185,0.20949258515927316
A1+B7+C6+D9,-286.656365055035,-62.90432310484181,0.19491876186143733
A1+B7+C6+D10,-286.656365055035,-62.90432310484185,0.2080586940618304
A1+B7+C7+D1,-286.65636505503477,-62.90432310484165,0.1882210073385717
A1+B7+C7+D2,-286.6563650550346,-62.90432310484162,0.19672111301005948
A1+B7+C7+D3,-286.65636505503477,-62.90432310484162,0.2045993756292642
A1+B7+C7+D4,-286.65636505503466,-62.904323104841595,0.20362009028548972
A1+B7+C7+D5,-286.65636505503466,-62.90432310484162,0.20265435347171087
A1+B7+C7+D6,-286.65636505503477,-62.90432310484162,0.20487964727968486
A1+B7+C7+D7,-286.6563650550347,-62.90432310484165,0.2190496206047792
A1+B7+C7+D8,-286.6563650550347,-62.90432310484164,0.19467231731792414
A1+B7+C7+D9,-286.6563650550347,-62.904323104841595,0.18009849402008818
A1+B7+C7+D10,-286.6563650550347,-62.90432310484164,0.19323842622048137
A1+B7+C8+D1,-286.656365055035,-62.904323104841865,0.1972583632221118
A1+B7+C8+D2,-286.6563650550348,-62.904323104841836,0.20575846889359944
A1+B7+C8+D3,-286.656365055035,-62.904323104841836,0.21363673151280427
A1+B7+C8+D4,-286.6563650550349,-62.90432310484181,0.21265744616902965
A1+B7+C8+D5,-286.6563650550349,-62.904323104841836,0.21169170935525075
A1+B7+C8+D6,-286.656365055035,-62.904323104841836,0.21391700316322482
A1+B7+C8+D7,-286.65636505503494,-62.904323104841865,0.2280869764883193
A1+B7+C8+D8,-286.65636505503494,-62.90432310484185,0.20370967320146413
A1+B7+C8+D9,-286.65636505503494,-62.90432310484181,0.1891358499036282
A1+B7+C8+D10,-286.65636505503494,-62.90432310484185,0.2022757821040213
A1+B7+C9+D1,-286.656365055035,-62.90432310484182,0.19164530983262681
A1+B7+C9+D2,-286.6563650550348,-62.904323104841794,0.20014541550411463
A1+B7+C9+D3,-286.656365055035,-62.904323104841794,0.2080236781233194
A1+B7+C9+D4,-286.6563650550349,-62.904323104841765,0.20704439277954473
A1+B7+C9+D5,-286.6563650550349,-62.904323104841794,0.20607865596576602
A1+B7+C9+D6,-286.656365055035,-62.904323104841794,0.20830394977374003
A1+B7+C9+D7,-286.65636505503494,-62.90432310484182,0.22247392309883446
A1+B7+C9+D8,-286.65636505503494,-62.90432310484181,0.19809661981197935
A1+B7+C9+D9,-286.65636505503494,-62.904323104841765,0.1835227965141435
A1+B7+C9+D10,-286.65636505503494,-62.90432310484181,0.19666272871453655
A1+B7+C10+D1,-286.6563650550349,-62.90432310484164,0.18469652209828477
A1+B7+C10+D2,-286.6563650550347,-62.90432310484161,0.1931966277697723
A1+B7+C10+D3,-286.6563650550349,-62.90432310484161,0.20107489038897733
A1+B7+C10+D4,-286.65636505503477,-62.90432310484158,0.2000956050452026
A1+B7+C10+D5,-286.65636505503477,-62.90432310484161,0.19912986823142392
A1+B7+C10+D6,-286.6563650550349,-62.90432310484161,0.20135516203939766
A1+B7+C10+D7,-286.6563650550348,-62.90432310484164,0.21552513536449203
A1+B7+C10+D8,-286.6563650550348,-62.90432310484162,0.19114783207763714
A1+B7+C10+D9,-286.6563650550348,-62.90432310484158,0.1765740087798013
A1+B7+C10+D10,-286.6563650550348,-62.90432310484162,0.18971394098019426
A1+B8+C1+D1,-241.4160575462954,-81.93141094923925,0.08467956278793788
A1+B8+C1+D2,-241.41605754629526,-81.93141094923922,0.09317966845942575
A1+B8+C1+D3,-241.41605754629543,-81.93141094923922,0.10105793107863059
A1+B8+C1+D4,-241.41605754629532,-81.9314109492392,0.10007864573485589
A1+B8+C1+D5,-241.4160575462952,-81.93141094923922,0.09911290892107713
A1+B8+C1+D6,-241.4160575462954,-81.93141094923922,0.10133820272905093
A1+B8+C1+D7,-241.41605754629535,-81.93141094923925,0.11550817605414555
A1+B8+C1+D8,-241.41605754629535,-81.93141094923924,0.09113087276729051
A1+B8+C1+D9,-241.41605754629538,-81.9314109492392,0.07655704946945463
A1+B8+C1+D10,-241.41605754629538,-81.93141094923924,0.0896969816698478
A1+B8+C2+D1,-241.4160575462953,-81.93141094923915,0.08414458902608878
A1+B8+C2+D2,-241.41605754629515,-81.93141094923912,0.09264469469757636
A1+B8+C2+D3,-241.41605754629532,-81.93141094923912,0.1005229573167812
A1+B8+C2+D4,-241.4160575462952,-81.9314109492391,0.0995436719730065
A1+B8+C2+D5,-241.4160575462951,-81.93141094923912,0.09857793515922766
A1+B8+C2+D6,-241.4160575462953,-81.93141094923912,0.10080322896720167
A1+B8+C2+D7,-241.41605754629524,-81.93141094923915,0.11497320229229609
A1+B8+C2+D8,-241.41605754629524,-81.93141094923914,0.09059589900544114
A1+B8+C2+D9,-241.41605754629526,-81.9314109492391,0.07602207570760516
A1+B8+C2+D10,-241.41605754629526,-81.93141094923914,0.08916200790799818
A1+B8+C3+D1,-241.41605754629532,-81.93141094923917,0.08525464913724556
A1+B8+C3+D2,-241.41605754629518,-81.93141094923914,0.09375475480873323
A1+B8+C3+D3,-241.41605754629535,-81.93141094923914,0.10163301742793811
A1+B8+C3+D4,-241.41605754629524,-81.93141094923911,0.10065373208416323
A1+B8+C3+D5,-241.41605754629512,-81.93141094923914,0.09968799527038458
A1+B8+C3+D6,-241.41605754629532,-81.93141094923914,0.10191328907835841
A1+B8+C3+D7,-241.41605754629526,-81.93141094923917,0.1160832624034529
A1+B8+C3+D8,-241.41605754629526,-81.93141094923915,0.09170595911659808
A1+B8+C3+D9,-241.4160575462953,-81.93141094923911,0.07713213581876222
A1+B8+C3+D10,-241.4160575462953,-81.93141094923915,0.09027206801915497
A1+B8+C4+D1,-241.41605754629538,-81.93141094923924,0.08409968335485887
A1+B8+C4+D2,-241.41605754629524,-81.93141094923921,0.09259978902634675
A1+B8+C4+D3,-241.4160575462954,-81.93141094923921,0.10047805164555151
A1+B8+C4+D4,-241.4160575462953,-81.93141094923918,0.09949876630177676
A1+B8+C4+D5,-241.41605754629518,-81.93141094923921,0.09853302948799805
