combination,pca_x,pca_y,accuracy,accuracy_normalized,pca_z
A1+B2+C1+D10,-0.061649672566976704,-1.6105739662341272,0.16989554065506357,0.0818341224986033,1.7916311606478061
A1+B2+C2+D1,-0.061649672566981034,-0.5517666961044938,0.17118349097414753,0.1045226237965062,-0.3228127239286553
A1+B2+C2+D2,-0.061649672566980916,-0.06766121600471835,0.1835806505788217,0.32291068396718914,-0.32281272392865407
A1+B2+C2+D3,-0.06164967256698076,0.6758717299825064,0.15950839468363287,-0.1011455867047208,-0.32281272392865307
A1+B2+C2+D4,-0.06164967256698134,-1.4882706096360896,0.18206158799015335,0.29615091458484955,-0.3228127239286568
A1+B2+C2+D5,-0.061649672566980424,1.4442330585140635,0.16679184266881605,0.02715945473707091,-0.32281272392865096
A1+B2+C2+D6,-0.06164967256698094,0.04800842548685346,0.17564078918564047,0.1830422799960749,-0.3228127239286535
A1+B2+C2+D7,-0.061649672566980396,1.9276815523496722,0.16736470568447936,0.0372509955999528,-0.3228127239286495
A1+B2+C2+D8,-0.06164967256698137,-1.179638527704918,0.17985412571150347,0.257264313112643,-0.3228127239286558
A1+B2+C2+D9,-0.061649672566980805,0.8021162493512429,0.17408716950472194,0.1556737537224544,-0.3228127239286519
A1+B2+C2+D10,-0.061649672566981374,-1.6105739662341234,0.1761534049121728,0.192072506088201,-0.32281272392865756
A1+B2+C3+D1,-0.06164967256698075,-0.5517666961044931,0.16787161897458042,0.04618076771147488,-0.15263554433624402
A1+B2+C3+D2,-0.06164967256698063,-0.06766121600471779,0.1802687785792546,0.26456882788215835,-0.1526355443362428
A1+B2+C3+D3,-0.06164967256698047,0.6758717299825071,0.1561965226840657,-0.1594874427897531,-0.15263554433624177
A1+B2+C3+D4,-0.061649672566981055,-1.4882706096360891,0.17874971599058617,0.23780905849981723,-0.15263554433624552
A1+B2+C3+D5,-0.06164967256698014,1.444233058514064,0.16347997066924888,-0.031182401347961387,-0.15263554433623963
A1+B2+C3+D6,-0.06164967256698065,0.04800842548685413,0.17232891718607327,0.12470042391104211,-0.15263554433624218
A1+B2+C3+D7,-0.06164967256698011,1.927681552349673,0.16405283368491214,-0.021090860485080475,-0.15263554433623824
A1+B2+C3+D8,-0.06164967256698108,-1.1796385277049173,0.17654225371193635,0.19892245702761166,-0.1526355443362445
A1+B2+C3+D9,-0.06164967256698052,0.8021162493512436,0.17077529750515494,0.09733189763742503,-0.15263554433624058
A1+B2+C3+D10,-0.06164967256698109,-1.610573966234123,0.17284153291260573,0.13373065000317066,-0.1526355443362463
A1+B2+C4+D1,-0.0616496725669798,-0.551766696104492,0.17277660456381785,0.13258687380006973,-0.4705416163877711
A1+B2+C4+D2,-0.06164967256697968,-0.06766121600471668,0.18517376416849193,0.35097493397075125,-0.47054161638776987
A1+B2+C4+D3,-0.06164967256697952,0.6758717299825082,0.16110150827330308,-0.07308133670115924,-0.47054161638776887
A1+B2+C4+D4,-0.061649672566980104,-1.4882706096360878,0.18365470157982364,0.32421516458841254,-0.4705416163877726
A1+B2+C4+D5,-0.06164967256697919,1.4442330585140652,0.1683849562584863,0.05522370474063297,-0.47054161638776676
A1+B2+C4+D6,-0.0616496725669797,0.048008425486855126,0.1772339027753107,0.21110652999963694,-0.4705416163877693
A1+B2+C4+D7,-0.06164967256697916,1.927681552349674,0.16895781927414946,0.06531524560351241,-0.4705416163877653
A1+B2+C4+D8,-0.06164967256698013,-1.1796385277049164,0.18144723930117368,0.2853285631162046,-0.4705416163877716
A1+B2+C4+D9,-0.06164967256697957,0.8021162493512445,0.1756802830943923,0.18373800372601842,-0.4705416163877677
A1+B2+C4+D10,-0.06164967256698014,-1.6105739662341216,0.17774651850184311,0.22013675609176453,-0.47054161638777336
A1+B2+C5+D1,-0.06164967256697973,-0.5517666961044927,0.16255218908263053,-0.04752617907001856,0.0006153537281719116
A1+B2+C5+D2,-0.06164967256697961,-0.06766121600471735,0.17494934868730486,0.17086188110066733,0.0006153537281731456
A1+B2+C5+D3,-0.06164967256697945,0.6758717299825076,0.1508770927921159,-0.25319438957124507,0.0006153537281741669
A1+B2+C5+D4,-0.061649672566980035,-1.4882706096360887,0.17343028609863637,0.14410211171832527,0.0006153537281703792
A1+B2+C5+D5,-0.06164967256697912,1.4442330585140644,0.15816054077729902,-0.12488934812945433,0.0006153537281762703
A1+B2+C5+D6,-0.06164967256697963,0.04800842548685446,0.16700948729412352,0.030993477129551104,0.0006153537281736996
A1+B2+C5+D7,-0.06164967256697909,1.9276815523496735,0.15873340379296244,-0.11479780726657049,0.0006153537281776772
A1+B2+C5+D8,-0.06164967256698006,-1.1796385277049168,0.17122282381998638,0.10521551024611676,0.0006153537281714371
A1+B2+C5+D9,-0.0616496725669795,0.802116249351244,0.1654558676132052,0.003624950855934034,0.0006153537281753143
A1+B2+C5+D10,-0.06164967256698007,-1.6105739662341225,0.16752210302065584,0.04002370322167722,0.0006153537281696261
A1+B2+C6+D1,-0.061649672566981194,-0.551766696104493,0.16939674660979617,0.07304737880534924,-0.4824011352480624
A1+B2+C6+D2,-0.061649672566981076,-0.06766121600471768,0.18179390621447014,0.2914354389760288,-0.48240113524806116
A1+B2+C6+D3,-0.061649672566980916,0.6758717299825072,0.1577216503192812,-0.13262083169588315,-0.48240113524806016
A1+B2+C6+D4,-0.0616496725669815,-1.4882706096360887,0.1802748436258017,0.26467566959368766,-0.4824011352480639
A1+B2+C6+D5,-0.06164967256698058,1.444233058514064,0.16500509830446441,-0.004315790254090936,-0.48240113524805806
A1+B2+C6+D6,-0.0616496725669811,0.04800842548685413,0.17385404482128886,0.15156703500491353,-0.4824011352480606
A1+B2+C6+D7,-0.061649672566980555,1.927681552349673,0.1655779613201277,0.005775750608790465,-0.4824011352480566
A1+B2+C6+D8,-0.06164967256698153,-1.1796385277049173,0.178067381347152,0.22578906812148408,-0.4824011352480629
A1+B2+C6+D9,-0.061649672566980965,0.8021162493512436,0.1723004251403705,0.12419850873129597,-0.482401135248059
A1+B2+C6+D10,-0.061649672566981534,-1.6105739662341227,0.17436666054782118,0.16059726109703965,-0.48240113524806466
A1+B2+C7+D1,-0.061649672566980486,-0.55176669610449,0.16706207779800042,0.0319199101586738,-0.7684490512307304
A1+B2+C7+D2,-0.06164967256698037,-0.06766121600471468,0.1794592374026747,0.2503079703293587,-0.7684490512307292
A1+B2+C7+D3,-0.06164967256698021,0.6758717299825102,0.15538698150748587,-0.17374830034255126,-0.768449051230728
A1+B2+C7+D4,-0.06164967256698079,-1.488270609636086,0.1779401748140063,0.2235482009470186,-0.768449051230732
A1+B2+C7+D5,-0.061649672566979875,1.444233058514067,0.16267042949266883,-0.04544325890076344,-0.7684490512307259
A1+B2+C7+D6,-0.06164967256698039,0.048008425486857124,0.17151937600949324,0.11043956635824054,-0.7684490512307286
A1+B2+C7+D7,-0.06164967256697985,1.9276815523496762,0.1632432925083321,-0.03535171803788204,-0.7684490512307246
A1+B2+C7+D8,-0.06164967256698082,-1.1796385277049142,0.17573271253535627,0.18466159947480912,-0.7684490512307307
A1+B2+C7+D9,-0.06164967256698026,0.8021162493512467,0.16996575632857483,0.08307104008462199,-0.7684490512307269
A1+B2+C7+D10,-0.061649672566980826,-1.6105739662341199,0.17203199173602568,0.11946979245036861,-0.7684490512307326
A1+B2+C8+D1,-0.06164967256698391,-0.5517666961044888,0.16858051592399703,0.05866867902187205,-2.19783716705879
A1+B2+C8+D2,-0.06164967256698379,-0.06766121600471346,0.18097767552867106,0.2770567391925526,-2.197837167058789
A1+B2+C8+D3,-0.06164967256698363,0.6758717299825114,0.15690541963348242,-0.146999531479354,-2.197837167058788
A1+B2+C8+D4,-0.06164967256698421,-1.4882706096360847,0.17945861294000282,0.2502969698102149,-2.1978371670587915
A1+B2+C8+D5,-0.061649672566983296,1.4442330585140684,0.16418886761866539,-0.018694490037566174,-2.197837167058786
A1+B2+C8+D6,-0.06164967256698381,0.048008425486858346,0.17303781413548983,0.1371883352214383,-2.197837167058789
A1+B2+C8+D7,-0.06164967256698327,1.927681552349677,0.1647617306343287,-0.008602949174684283,-2.1978371670587844
A1+B2+C8+D8,-0.06164967256698424,-1.179638527704913,0.1772511506613531,0.21141036833801127,-2.1978371670587906
A1+B2+C8+D9,-0.06164967256698368,0.8021162493512478,0.17148419445457172,0.10981980894782513,-2.1978371670587866
A1+B2+C8+D10,-0.06164967256698425,-1.6105739662341185,0.17355042986202232,0.14621856131356734,-2.197837167058793
A1+B2+C9+D1,-0.06164967256697714,-0.5517666961044942,0.16357560005596117,-0.029497796412203816,0.7615170618885696
A1+B2+C9+D2,-0.06164967256697702,-0.0676612160047189,0.17597275966063539,0.18889026375848011,0.7615170618885708
A1+B2+C9+D3,-0.061649672566976864,0.6758717299825059,0.15190050376544642,-0.23516600691343229,0.7615170618885719
A1+B2+C9+D4,-0.06164967256697745,-1.48827060963609,0.17445369707196715,0.16213049437614244,0.7615170618885679
A1+B2+C9+D5,-0.06164967256697653,1.444233058514063,0.15918395175062966,-0.10686096547163959,0.761517061888574
A1+B2+C9+D6,-0.061649672566977044,0.048008425486852795,0.16803289826745405,0.0490218597873639,0.7615170618885714
A1+B2+C9+D7,-0.0616496725669765,1.9276815523496718,0.15975681476629308,-0.09676942460875575,0.7615170618885754
A1+B2+C9+D8,-0.061649672566977474,-1.1796385277049186,0.17224623479331724,0.12324389290393542,0.7615170618885693
A1+B2+C9+D9,-0.06164967256697691,0.8021162493512423,0.1664792785865356,0.021653333513744866,0.761517061888573
A1+B2+C9+D10,-0.06164967256697748,-1.610573966234124,0.16854551399398643,0.05805208587949098,0.7615170618885674
A1+B2+C10+D1,-0.061649672566975906,-0.5517666961044975,0.17991017467367057,0.25825167025835866,1.8409136619256858
A1+B2+C10+D2,-0.06164967256697579,-0.06766121600472201,0.19230733427834473,0.4766397304290416,1.840913661925687
A1+B2+C10+D3,-0.06164967256697563,0.6758717299825028,0.16823507838315585,0.052583459757130684,1.8409136619256878
A1+B2+C10+D4,-0.06164967256697621,-1.4882706096360931,0.1907882716896764,0.44987996104670247,1.840913661925684
A1+B2+C10+D5,-0.061649672566975296,1.44423305851406,0.17551852636833906,0.18088850119892289,1.84091366192569
A1+B2+C10+D6,-0.06164967256697581,0.048008425486849686,0.18436747288516356,0.33677132645792834,1.8409136619256876
A1+B2+C10+D7,-0.06164967256697527,1.9276815523496686,0.17609138938400243,0.19098004206180574,1.8409136619256914
A1+B2+C10+D8,-0.06164967256697624,-1.1796385277049217,0.18858080941102648,0.41099335957449495,1.8409136619256854
A1+B2+C10+D9,-0.06164967256697568,0.8021162493512392,0.18281385320424492,0.3094028001843059,1.840913661925689
A1+B2+C10+D10,-0.061649672566976246,-1.6105739662341272,0.18488008861169578,0.3458015525500525,1.8409136619256832
A1+B3+C1+D1,0.15751283604651692,-0.5517666961044975,0.17884258516126497,0.23944503953748625,1.7916311606478088
A1+B3+C1+D2,0.15751283604651709,-0.06766121600472212,0.19123974476593897,0.45783309970816627,1.79163116064781
A1+B3+C1+D3,0.15751283604651717,0.6758717299825027,0.1671674888707501,0.03377682903625581,1.7916311606478108
A1+B3+C1+D4,0.15751283604651664,-1.4882706096360931,0.18972068217727056,0.4310733303258257,1.791631160647807
A1+B3+C1+D5,0.15751283604651753,1.4442330585140595,0.17445093685593316,0.1620818704780451,1.791631160647813
A1+B3+C1+D6,0.15751283604651703,0.048008425486849686,0.18329988337275774,0.317964695737052,1.7916311606478106
A1+B3+C1+D7,0.15751283604651756,1.9276815523496686,0.1750237998715965,0.17217341134092745,1.7916311606478144
A1+B3+C1+D8,0.1575128360465166,-1.1796385277049217,0.18751321989862066,0.3921867288536186,1.7916311606478084
A1+B3+C1+D9,0.15751283604651714,0.8021162493512392,0.18174626369183916,0.29059616946343053,1.791631160647812
A1+B3+C1+D10,0.15751283604651659,-1.6105739662341272,0.18381249909929,0.3269949218291771,1.7916311606478061
A1+B3+C2+D1,0.15751283604651223,-0.5517666961044938,0.18510044941837417,0.34968342312708345,-0.3228127239286554
A1+B3+C2+D2,0.1575128360465124,-0.06766121600471846,0.19749760902304855,0.5680714832977704,-0.3228127239286542
A1+B3+C2+D3,0.15751283604651248,0.6758717299825064,0.17342535312785942,0.14401521262585495,-0.3228127239286532
A1+B3+C2+D4,0.15751283604651195,-1.4882706096360896,0.19597854643437995,0.5413117139154263,-0.3228127239286569
A1+B3+C2+D5,0.15751283604651284,1.4442330585140635,0.18070880111304263,0.27232025406764715,-0.32281272392865107
A1+B3+C2+D6,0.15751283604651234,0.04800842548685346,0.1895577476298671,0.42820307932665214,-0.3228127239286536
A1+B3+C2+D7,0.15751283604651287,1.9276815523496722,0.18128166412870592,0.2824117949305286,-0.3228127239286496
A1+B3+C2+D8,0.15751283604651192,-1.179638527704918,0.19377108415573002,0.5024251124432187,-0.3228127239286559
A1+B3+C2+D9,0.15751283604651245,0.8021162493512429,0.18800412794894863,0.4008345530530326,-0.322812723928652
A1+B3+C2+D10,0.1575128360465119,-1.6105739662341234,0.19007036335639957,0.4372333054187807,-0.3228127239286577
A1+B3+C3+D1,0.15751283604651253,-0.5517666961044931,0.18178857741880702,0.2913415670420516,-0.15263554433624413
A1+B3+C3+D2,0.1575128360465127,-0.06766121600471779,0.19418573702348135,0.5097296272127375,-0.1526355443362429
A1+B3+C3+D3,0.15751283604651278,0.6758717299825071,0.1701134811282924,0.08567335654082511,-0.15263554433624188
A1+B3+C3+D4,0.15751283604651226,-1.4882706096360891,0.1926666744348129,0.4829698578303959,-0.15263554433624563
A1+B3+C3+D5,0.15751283604651314,1.444233058514064,0.17739692911347538,0.21397839798261342,-0.15263554433623974
A1+B3+C3+D6,0.15751283604651264,0.04800842548685413,0.1862458756302999,0.36986122324161935,-0.1526355443362423
A1+B3+C3+D7,0.15751283604651317,1.927681552349673,0.17796979212913866,0.2240699388454948,-0.15263554433623835
A1+B3+C3+D8,0.15751283604651223,-1.1796385277049173,0.19045921215616313,0.44408325635819135,-0.1526355443362446
A1+B3+C3+D9,0.15751283604651276,0.8021162493512436,0.18469225594938146,0.34249269696800033,-0.15263554433624069
A1+B3+C3+D10,0.1575128360465122,-1.610573966234123,0.18675849135683228,0.3788914493337464,-0.1526355443362464
A1+B3+C4+D1,0.15751283604651348,-0.551766696104492,0.18669356300804435,0.3777476731306445,-0.4705416163877712
A1+B3+C4+D2,0.15751283604651364,-0.06766121600471668,0.19909072261271868,0.5961357333013304,-0.47054161638777
A1+B3+C4+D3,0.15751283604651373,0.6758717299825081,0.17501846671752966,0.17207946262941703,-0.470541616387769
A1+B3+C4+D4,0.1575128360465132,-1.4882706096360878,0.1975716600240503,0.5693759639189903,-0.4705416163877727
A1+B3+C4+D5,0.1575128360465141,1.4442330585140652,0.18230191470271254,0.3003845040712034,-0.47054161638776687
A1+B3+C4+D6,0.1575128360465136,0.048008425486855126,0.19115086121953714,0.45626732933021075,-0.4705416163877694
